order_id,Product_ID,seller_id,order_date,delivery_date,expected_delivery_date,quantity
141,1035,78600,26-08-2021,13-09-2021,11-09-2021,4
142,1065,4960,15-06-2021,12-07-2021,10-07-2021,12
143,1099,6835,08-02-2021,11-02-2021,12-02-2021,8
144,1047,9784,22-05-2021,28-05-2021,29-05-2021,10
145,1078,73020,02-02-2021,10-02-2021,09-02-2021,14
146,1003,88840,30-08-2021,26-09-2021,27-09-2021,4
147,1001,37589,28-09-2021,16-10-2021,18-10-2021,7
148,1005,5874,14-01-2021,24-01-2021,22-01-2021,13
149,1090,39505,03-03-2021,14-03-2021,13-03-2021,7
150,1014,66050,22-06-2021,27-06-2021,29-06-2021,14
151,1027,37701,08-08-2021,01-09-2021,30-08-2021,13
152,1009,32070,09-03-2021,12-03-2021,11-03-2021,9
153,1079,11065,21-10-2021,17-11-2021,18-11-2021,1
154,1015,12970,17-10-2021,07-11-2021,06-11-2021,3
155,1090,22251,30-06-2021,18-07-2021,19-07-2021,10
156,1042,11035,10-07-2021,29-07-2021,27-07-2021,14
157,1077,78557,07-04-2021,17-04-2021,18-04-2021,7
158,1051,11440,13-07-2021,04-08-2021,03-08-2021,2
159,1063,6401,05-09-2021,13-09-2021,11-09-2021,1
160,1096,5590,31-07-2021,06-08-2021,08-08-2021,10
161,1052,95770,22-03-2021,11-04-2021,10-04-2021,12
162,1096,4679,25-04-2021,05-05-2021,06-05-2021,11
163,1004,30330,12-06-2021,17-06-2021,16-06-2021,6
164,1094,12270,21-05-2021,03-06-2021,02-06-2021,7
165,1023,15050,23-06-2021,20-07-2021,21-07-2021,11
166,1015,35160,11-07-2021,14-07-2021,12-07-2021,6
167,1043,17602,26-06-2021,18-07-2021,19-07-2021,6
168,1029,4427,10-01-2021,27-01-2021,26-01-2021,4
169,1036,70750,09-03-2021,12-03-2021,10-03-2021,6
170,1013,89031,17-08-2021,03-09-2021,05-09-2021,6
171,1032,15275,14-09-2021,16-09-2021,15-09-2021,11
172,1071,22290,05-01-2021,27-01-2021,29-01-2021,6
173,1059,3563,06-06-2021,01-07-2021,03-07-2021,2
174,1086,88330,22-02-2021,17-03-2021,16-03-2021,2
175,1028,20030,22-03-2021,16-04-2021,15-04-2021,12
176,1066,4723,26-09-2021,04-10-2021,03-10-2021,1
177,1042,65430,20-08-2021,01-09-2021,31-08-2021,11
178,1045,79130,02-02-2021,08-02-2021,07-02-2021,2
179,1062,36855,10-06-2021,27-06-2021,26-06-2021,5
180,1057,66055,29-05-2021,22-06-2021,24-06-2021,6
181,1006,15054,29-01-2021,13-02-2021,12-02-2021,7
182,1028,13142,22-02-2021,04-03-2021,06-03-2021,1
183,1028,3951,06-10-2021,12-10-2021,14-10-2021,5
184,1044,13214,15-09-2021,29-09-2021,28-09-2021,8
185,1084,3127,06-04-2021,20-04-2021,21-04-2021,15
186,1030,9030,26-09-2021,14-10-2021,13-10-2021,2
187,1062,12240,10-01-2021,19-01-2021,18-01-2021,15
188,1075,22251,10-04-2021,22-04-2021,20-04-2021,14
189,1092,13045,17-07-2021,08-08-2021,10-08-2021,12
190,1089,30830,01-02-2021,17-02-2021,15-02-2021,1
191,1062,86806,22-01-2021,15-02-2021,16-02-2021,14
192,1097,52070,06-02-2021,19-02-2021,20-02-2021,2
193,1001,6290,06-06-2021,07-06-2021,09-06-2021,15
194,1027,13270,23-10-2021,03-11-2021,04-11-2021,4
195,1062,9040,13-04-2021,17-04-2021,19-04-2021,4
196,1077,69049,22-10-2021,16-11-2021,14-11-2021,3
197,1003,95595,30-04-2021,01-05-2021,02-05-2021,10
198,1070,20561,31-08-2021,13-09-2021,14-09-2021,15
199,1072,97700,17-05-2021,18-05-2021,16-05-2021,6
200,1027,8340,24-08-2021,07-09-2021,06-09-2021,10
201,1009,97340,26-05-2021,18-06-2021,19-06-2021,8
202,1062,78580,15-04-2021,22-04-2021,24-04-2021,9
203,1037,7191,21-06-2021,11-07-2021,09-07-2021,6
204,1097,54430,30-09-2021,10-10-2021,08-10-2021,7
205,1051,5451,03-02-2021,04-02-2021,03-02-2021,4
206,1044,29395,01-06-2021,16-06-2021,14-06-2021,4
207,1024,13188,25-09-2021,28-09-2021,26-09-2021,8
208,1079,2376,10-10-2021,15-10-2021,17-10-2021,13
209,1059,6719,08-05-2021,20-05-2021,19-05-2021,2
210,1032,27915,22-07-2021,18-08-2021,17-08-2021,15
211,1096,89868,09-05-2021,17-05-2021,19-05-2021,12
212,1088,22220,14-10-2021,08-11-2021,06-11-2021,12
213,1052,68908,14-09-2021,27-09-2021,26-09-2021,3
214,1062,18160,20-06-2021,09-07-2021,07-07-2021,14
215,1058,6764,10-08-2021,20-08-2021,21-08-2021,7
216,1052,75570,16-04-2021,04-05-2021,02-05-2021,9
217,1012,95124,18-07-2021,31-07-2021,29-07-2021,10
218,1039,38415,12-07-2021,20-07-2021,22-07-2021,13
219,1002,18900,05-01-2021,10-01-2021,09-01-2021,9
220,1003,9950,10-10-2021,25-10-2021,24-10-2021,1
221,1056,45320,03-08-2021,17-08-2021,19-08-2021,1
222,1081,23075,08-09-2021,05-10-2021,06-10-2021,6
223,1059,48700,23-03-2021,30-03-2021,28-03-2021,13
224,1002,18112,07-07-2021,02-08-2021,01-08-2021,14
225,1002,13185,04-10-2021,26-10-2021,25-10-2021,11
226,1092,27580,09-07-2021,23-07-2021,25-07-2021,13
227,1054,25245,23-10-2021,19-11-2021,20-11-2021,5
228,1087,28375,06-01-2021,17-01-2021,19-01-2021,8
229,1096,21615,08-10-2021,20-10-2021,22-10-2021,7
230,1097,95095,31-08-2021,18-09-2021,17-09-2021,6
231,1001,20250,20-03-2021,09-04-2021,10-04-2021,3
232,1019,29101,02-05-2021,16-05-2021,14-05-2021,13
233,1002,13053,03-09-2021,19-09-2021,17-09-2021,5
234,1053,23860,18-09-2021,10-10-2021,11-10-2021,10
235,1044,12942,28-09-2021,12-10-2021,10-10-2021,10
236,1090,5450,15-07-2021,08-08-2021,07-08-2021,12
237,1032,41706,16-03-2021,06-04-2021,08-04-2021,13
238,1070,57046,17-03-2021,27-03-2021,26-03-2021,13
239,1032,91350,13-10-2021,02-11-2021,04-11-2021,4
240,1068,22620,27-01-2021,01-02-2021,02-02-2021,10
241,1055,16204,22-07-2021,17-08-2021,19-08-2021,2
242,1075,14401,25-08-2021,13-09-2021,11-09-2021,4
243,1056,25675,06-07-2021,11-07-2021,10-07-2021,5
244,1017,24220,02-09-2021,09-09-2021,10-09-2021,10
245,1038,90240,06-05-2021,10-05-2021,09-05-2021,2
246,1024,13520,19-06-2021,16-07-2021,18-07-2021,10
247,1069,84200,19-10-2021,12-11-2021,11-11-2021,6
248,1098,21515,15-01-2021,20-01-2021,18-01-2021,5
249,1070,7847,13-05-2021,26-05-2021,25-05-2021,3
250,1086,3609,26-03-2021,03-04-2021,04-04-2021,6
251,1011,72220,31-07-2021,27-08-2021,29-08-2021,13
252,1016,12280,11-01-2021,05-02-2021,03-02-2021,8
253,1097,13212,10-09-2021,02-10-2021,01-10-2021,13
254,1073,41480,07-08-2021,03-09-2021,05-09-2021,12
255,1059,12420,26-09-2021,15-10-2021,14-10-2021,7
256,1070,84500,09-08-2021,12-08-2021,11-08-2021,3
257,1080,18380,12-02-2021,02-03-2021,04-03-2021,10
258,1093,35160,21-10-2021,13-11-2021,11-11-2021,14
259,1003,4455,16-08-2021,07-09-2021,09-09-2021,4
260,1020,36200,13-07-2021,25-07-2021,23-07-2021,2
261,1059,55700,06-02-2021,01-03-2021,28-02-2021,9
262,1036,76974,22-05-2021,24-05-2021,22-05-2021,5
263,1019,26155,19-06-2021,08-07-2021,09-07-2021,2
264,1090,12215,13-06-2021,18-06-2021,19-06-2021,12
265,1067,70770,04-07-2021,29-07-2021,27-07-2021,6
266,1019,35171,10-03-2021,20-03-2021,19-03-2021,10
267,1020,9960,11-09-2021,12-09-2021,10-09-2021,1
268,1096,72331,16-03-2021,10-04-2021,09-04-2021,12
269,1071,72225,05-02-2021,22-02-2021,24-02-2021,2
270,1052,11740,02-03-2021,27-03-2021,29-03-2021,13
271,1033,74825,07-06-2021,09-06-2021,11-06-2021,13
272,1040,14709,20-01-2021,31-01-2021,29-01-2021,5
273,1039,13465,07-10-2021,03-11-2021,01-11-2021,15
274,1082,41308,13-04-2021,27-04-2021,25-04-2021,10
275,1001,36500,05-01-2021,15-01-2021,16-01-2021,15
276,1011,86700,20-06-2021,24-06-2021,26-06-2021,6
277,1092,13287,05-04-2021,06-04-2021,04-04-2021,13
278,1057,88304,30-01-2021,13-02-2021,11-02-2021,6
279,1089,79823,25-07-2021,28-07-2021,29-07-2021,15
280,1050,17033,07-01-2021,08-01-2021,09-01-2021,14
281,1023,14850,03-07-2021,15-07-2021,16-07-2021,3
282,1031,5171,30-03-2021,18-04-2021,16-04-2021,13
283,1094,78325,04-09-2021,15-09-2021,13-09-2021,2
284,1042,12900,29-04-2021,16-05-2021,17-05-2021,7
285,1099,4374,25-09-2021,20-10-2021,19-10-2021,3
286,1007,45840,05-01-2021,08-01-2021,10-01-2021,6
287,1016,4190,09-09-2021,03-10-2021,02-10-2021,3
288,1090,79904,13-10-2021,16-10-2021,15-10-2021,7
289,1060,16011,26-01-2021,16-02-2021,15-02-2021,7
290,1002,27265,01-08-2021,16-08-2021,15-08-2021,7
291,1001,87025,12-01-2021,05-02-2021,06-02-2021,8
292,1048,7197,26-03-2021,04-04-2021,03-04-2021,2
293,1012,1527,05-08-2021,13-08-2021,15-08-2021,8
294,1069,4845,28-08-2021,15-09-2021,17-09-2021,1
295,1037,14802,05-03-2021,19-03-2021,18-03-2021,7
296,1032,35367,22-10-2021,25-10-2021,27-10-2021,7
297,1009,24230,15-06-2021,27-06-2021,28-06-2021,10
298,1099,36205,11-09-2021,20-09-2021,19-09-2021,9
299,1019,91130,12-01-2021,03-02-2021,02-02-2021,1
300,1048,95500,30-09-2021,25-10-2021,24-10-2021,8
301,1080,1230,21-06-2021,25-06-2021,27-06-2021,7
302,1003,91760,19-06-2021,07-07-2021,09-07-2021,14
303,1020,27351,02-09-2021,11-09-2021,10-09-2021,1
304,1024,60181,10-04-2021,03-05-2021,02-05-2021,15
305,1054,39100,09-07-2021,26-07-2021,28-07-2021,4
306,1033,30330,16-10-2021,19-10-2021,21-10-2021,8
307,1024,71505,11-10-2021,28-10-2021,30-10-2021,8
308,1075,87050,13-02-2021,08-03-2021,06-03-2021,13
309,1072,41720,07-01-2021,25-01-2021,24-01-2021,8
310,1036,4003,25-04-2021,15-05-2021,16-05-2021,4
311,1038,27913,07-03-2021,25-03-2021,27-03-2021,7
312,1084,5792,06-07-2021,31-07-2021,29-07-2021,1
313,1099,18120,02-06-2021,11-06-2021,12-06-2021,1
314,1089,31615,14-08-2021,17-08-2021,18-08-2021,8
315,1099,85790,05-04-2021,25-04-2021,27-04-2021,13
316,1025,20735,12-09-2021,20-09-2021,22-09-2021,4
317,1093,37950,23-04-2021,26-04-2021,25-04-2021,12
318,1018,22240,31-01-2021,17-02-2021,19-02-2021,10
319,1082,25645,22-08-2021,16-09-2021,15-09-2021,15
320,1066,2802,22-08-2021,12-09-2021,10-09-2021,7
321,1054,4744,26-08-2021,31-08-2021,01-09-2021,12
322,1035,3704,17-08-2021,12-09-2021,14-09-2021,11
323,1080,13416,23-03-2021,13-04-2021,14-04-2021,4
324,1061,26115,05-07-2021,16-07-2021,14-07-2021,15
325,1041,73035,11-05-2021,28-05-2021,30-05-2021,12
326,1100,74580,22-06-2021,01-07-2021,29-06-2021,8
327,1033,97590,28-07-2021,31-07-2021,29-07-2021,15
328,1068,23820,14-04-2021,08-05-2021,10-05-2021,3
329,1033,3579,30-04-2021,24-05-2021,25-05-2021,7
330,1014,11420,12-03-2021,08-04-2021,07-04-2021,8
331,1021,35774,18-03-2021,23-03-2021,24-03-2021,4
332,1048,9271,13-03-2021,14-03-2021,12-03-2021,2
333,1020,13041,18-10-2021,09-11-2021,11-11-2021,11
334,1008,1321,12-05-2021,23-05-2021,25-05-2021,4
335,1007,20240,30-09-2021,24-10-2021,22-10-2021,11
336,1067,31555,25-05-2021,28-05-2021,26-05-2021,13
337,1017,85012,02-08-2021,04-08-2021,05-08-2021,14
338,1033,39885,26-01-2021,13-02-2021,12-02-2021,12
339,1048,27175,06-04-2021,13-04-2021,15-04-2021,1
340,1076,57062,17-07-2021,13-08-2021,15-08-2021,4
341,1059,29903,07-02-2021,09-02-2021,08-02-2021,9
342,1086,17120,24-08-2021,08-09-2021,07-09-2021,7
343,1022,2435,17-09-2021,06-10-2021,08-10-2021,5
344,1030,4116,16-08-2021,06-09-2021,04-09-2021,14
345,1038,21010,14-02-2021,05-03-2021,06-03-2021,14
346,1051,25545,23-03-2021,06-04-2021,08-04-2021,12
347,1054,3105,29-05-2021,14-06-2021,13-06-2021,7
348,1008,21616,07-10-2021,28-10-2021,29-10-2021,1
349,1027,88370,13-04-2021,29-04-2021,27-04-2021,5
350,1027,13641,14-02-2021,02-03-2021,03-03-2021,8
351,1098,9686,02-05-2021,04-05-2021,06-05-2021,5
352,1021,89694,08-10-2021,10-10-2021,08-10-2021,11
353,1030,7251,30-03-2021,05-04-2021,06-04-2021,4
354,1097,71908,26-02-2021,08-03-2021,06-03-2021,14
355,1028,72300,14-04-2021,24-04-2021,22-04-2021,4
356,1064,88805,01-04-2021,15-04-2021,16-04-2021,14
357,1097,29830,08-02-2021,13-02-2021,15-02-2021,9
358,1069,99010,07-04-2021,12-04-2021,10-04-2021,6
359,1061,2230,16-05-2021,31-05-2021,30-05-2021,13
360,1048,38400,03-08-2021,08-08-2021,10-08-2021,2
361,1019,6386,06-02-2021,25-02-2021,26-02-2021,15
362,1004,20780,30-09-2021,07-10-2021,08-10-2021,2
363,1035,38950,25-01-2021,21-02-2021,23-02-2021,9
364,1064,74986,13-03-2021,03-04-2021,05-04-2021,2
365,1049,1310,14-04-2021,25-04-2021,26-04-2021,10
366,1017,11045,15-07-2021,30-07-2021,01-08-2021,10
367,1044,36900,20-02-2021,19-03-2021,20-03-2021,6
368,1092,13178,02-09-2021,21-09-2021,20-09-2021,2
369,1030,68371,26-03-2021,18-04-2021,17-04-2021,2
370,1093,74423,22-01-2021,11-02-2021,12-02-2021,5
371,1046,22231,29-08-2021,15-09-2021,14-09-2021,5
372,1006,88110,14-03-2021,19-03-2021,17-03-2021,12
373,1099,3718,13-03-2021,03-04-2021,04-04-2021,12
374,1037,28495,05-06-2021,20-06-2021,21-06-2021,10
375,1024,11320,20-01-2021,26-01-2021,28-01-2021,13
376,1093,16010,04-07-2021,17-07-2021,15-07-2021,15
377,1046,78015,19-05-2021,28-05-2021,27-05-2021,3
378,1053,92320,29-09-2021,25-10-2021,23-10-2021,2
379,1095,32140,13-02-2021,15-02-2021,13-02-2021,14
380,1099,31330,22-03-2021,28-03-2021,29-03-2021,5
381,1060,5093,11-04-2021,03-05-2021,01-05-2021,1
382,1097,30441,04-05-2021,15-05-2021,17-05-2021,9
383,1063,11547,08-09-2021,14-09-2021,16-09-2021,7
384,1085,87030,27-05-2021,22-06-2021,20-06-2021,1
385,1032,3923,08-08-2021,24-08-2021,23-08-2021,5
386,1087,13232,14-02-2021,03-03-2021,05-03-2021,5
387,1033,86181,11-06-2021,14-06-2021,16-06-2021,14
388,1067,8576,12-02-2021,17-02-2021,19-02-2021,14
389,1018,9551,20-04-2021,23-04-2021,21-04-2021,12
390,1025,12243,20-01-2021,24-01-2021,22-01-2021,5
391,1095,5894,16-05-2021,06-06-2021,05-06-2021,1
392,1054,3574,12-01-2021,25-01-2021,27-01-2021,15
393,1058,39404,06-05-2021,27-05-2021,25-05-2021,10
394,1067,40323,06-09-2021,10-09-2021,09-09-2021,1
395,1046,30240,26-03-2021,02-04-2021,03-04-2021,3
396,1024,24240,26-02-2021,03-03-2021,01-03-2021,15
397,1032,22440,03-02-2021,22-02-2021,24-02-2021,2
398,1047,7020,28-09-2021,13-10-2021,12-10-2021,6
399,1086,5596,21-10-2021,30-10-2021,31-10-2021,9
400,1023,35935,02-07-2021,25-07-2021,27-07-2021,15
401,1066,86600,14-08-2021,24-08-2021,23-08-2021,8
402,1027,37410,09-03-2021,04-04-2021,02-04-2021,7
403,1002,96570,16-09-2021,25-09-2021,27-09-2021,3
404,1090,2435,03-03-2021,09-03-2021,07-03-2021,7
405,1017,1424,09-08-2021,12-08-2021,10-08-2021,10
406,1033,1537,25-07-2021,18-08-2021,20-08-2021,4
407,1009,14050,09-01-2021,20-01-2021,18-01-2021,2
408,1043,24722,30-01-2021,15-02-2021,14-02-2021,4
409,1048,36680,03-05-2021,11-05-2021,13-05-2021,9
410,1039,6722,04-08-2021,09-08-2021,08-08-2021,15
411,1093,24220,17-03-2021,08-04-2021,10-04-2021,12
412,1042,92035,23-09-2021,13-10-2021,14-10-2021,14
413,1026,22451,17-10-2021,31-10-2021,29-10-2021,10
414,1099,74160,02-01-2021,03-01-2021,05-01-2021,13
415,1050,13610,14-07-2021,19-07-2021,17-07-2021,8
416,1025,13600,08-10-2021,25-10-2021,24-10-2021,9
417,1024,13201,14-09-2021,11-10-2021,13-10-2021,3
418,1013,55525,24-08-2021,15-09-2021,17-09-2021,7
419,1060,35164,20-10-2021,10-11-2021,11-11-2021,14
420,1007,3183,22-02-2021,19-03-2021,20-03-2021,13
421,1057,14051,28-09-2021,09-10-2021,11-10-2021,2
422,1036,88351,16-03-2021,26-03-2021,27-03-2021,7
423,1045,60055,12-06-2021,21-06-2021,22-06-2021,7
424,1020,95780,13-03-2021,18-03-2021,20-03-2021,9
425,1065,76630,21-02-2021,17-03-2021,19-03-2021,14
426,1008,12413,26-09-2021,16-10-2021,17-10-2021,14
427,1016,72620,27-01-2021,10-02-2021,12-02-2021,2
428,1014,14270,24-02-2021,23-03-2021,21-03-2021,8
429,1076,73780,08-02-2021,22-02-2021,20-02-2021,3
430,1087,11065,08-02-2021,01-03-2021,02-03-2021,4
431,1015,99150,25-04-2021,09-05-2021,08-05-2021,6
432,1092,35790,20-10-2021,03-11-2021,04-11-2021,6
433,1098,24060,18-08-2021,02-09-2021,01-09-2021,14
434,1066,36080,11-05-2021,01-06-2021,02-06-2021,12
435,1032,38408,17-02-2021,22-02-2021,21-02-2021,1
436,1087,13843,17-08-2021,10-09-2021,08-09-2021,10
437,1063,24350,25-08-2021,05-09-2021,06-09-2021,1
438,1086,8150,22-05-2021,31-05-2021,29-05-2021,5
439,1051,2559,24-08-2021,06-09-2021,04-09-2021,13
440,1025,3755,09-10-2021,30-10-2021,29-10-2021,7
441,1058,1227,28-02-2021,02-03-2021,03-03-2021,1
442,1063,30575,24-03-2021,30-03-2021,01-04-2021,7
443,1062,6286,09-03-2021,27-03-2021,29-03-2021,12
444,1022,4001,07-03-2021,26-03-2021,28-03-2021,4
445,1058,12503,07-07-2021,27-07-2021,29-07-2021,14
446,1058,9895,26-03-2021,30-03-2021,01-04-2021,9
447,1086,83209,10-01-2021,23-01-2021,25-01-2021,6
448,1049,16403,20-08-2021,31-08-2021,30-08-2021,6
449,1052,4401,23-10-2021,09-11-2021,08-11-2021,4
