Product_ID,Product_name,Category,Unit_Cost,Unit_Price
1060,Isoelite Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1747.05,1830.27
1041,MI Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",601.86,1067.53
1029,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2873.53,3108.3
1015,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2928.74,3027.74
1045,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3587.74,3745.91
1065,CROSSVOLT USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1239.09,1273.98
1089,VU Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2246.67,2486.14
1071,PTron USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1447.72,1875.75
1009,Croma Standard Televisions,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",450.72,918.17
1088,boAt USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4389.24,4856.22
1001,LG Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",3657.91,3729.27
1008,boAt USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1542.24,1739.45
1088,Cotbolt Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",3016.9,3040.73
1063,Portronics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1046.26,1475.29
1011,Electvision Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",4456.67,4642.46
1081,King USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,618.79,938.04
1008,Lapster USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,68.99,429.29
1035,Portronics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2534.94,2755.56
1035,Belkin USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2936.48,3096.64
1033,Remote Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2915.88,3397.36
1005,VW Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",319.83,802.43
1041,Hisense Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",1604.52,1756.34
1028,Redmi Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2521.03,2766.05
1007,AmazonBasics HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",1122.07,1608.76
1073,AmazonBasics HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",4369.5,4381.89
1072,iFFALCON Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",481.19,693.4
1012,7SEVENÂ® Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2462.55,2521.77
1034,AmazonBasics RCA Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",3472.51,3732
1033,Acer Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",1345.67,1367.76
1048,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3139.99,3349.37
1023,Saifsmart Mounts,Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,4155.46,4273.6
1062,MI USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,992.17,1263.49
1088,AmazonBasics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4590.24,5088.28
1037,LG Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2790.11,3192.37
1099,pTron USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1531.2,1955.56
1044,10k HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",2182.75,2504.03
1086,LRIPL Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1595.35,1625.71
1091,boAt USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3639.3,3750.63
1035,Zoul USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3991.69,4454.97
1065,TP-LINK Wireless USB Adapters,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,4173.04,4362.44
1099,LRIPL Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",4929.55,4990.33
1047,TP-Link Wireless USB Adapters,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,3966.86,4321.04
1078,Kodak Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",3026.85,3183.58
1003,Airtel Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1729.14,1870.88
1001,AmazonBasics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2745.75,3244.76
1005,Ambrane USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,253.29,683.78
1090,BlueRigger Optical Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",3736.88,3946.77
1014,Duracell USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2257.48,2747.81
1027,VU Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",149.11,477.67
1009,Zoul USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,359.41,733
1079,Samsung Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",1967.96,1993.4
1015,MI USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2937.94,3007.53
1090,GENERIC Wireless USB Adapters,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2347.81,2668.02
1042,7SEVENÂ® Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",3115.06,3565.58
1077,Belkin USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2427.46,2743.09
1051,EGate Projectors,"Electronics|HomeTheater,TV&Video|Projectors",3325.43,3401.1
1063,ZEBRONICS HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",1134.67,1201.39
1096,7SEVENÂ® Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",608.57,1032.22
1052,AmazonBasics Optical Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",3002.35,3080.61
1096,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2449.21,2714.12
1004,Pinnaclz USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,182.99,211.18
1094,Ambrane USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1933.39,1982.92
1023,Belkin USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,575.32,914.77
1015,LOHAYA Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2680.22,3027.92
1043,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2009.1,2186.42
1029,Electvision Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",3085.1,3200.75
1036,Acer Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",4037.73,4446.45
1013,realme USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1533.36,1649.74
1032,TP-Link Wireless USB Adapters,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,4812.41,5088
1071,Acer Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2701.39,3185.81
1059,Ambrane USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3110.54,3192.99
1086,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3419.33,3890.36
1028,Syncwire USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3350.32,3449.94
1066,Skadioo Wireless USB Adapters,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2579.31,2867.36
1042,FLiX USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2172.38,2367.11
1045,Zoul USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,316.22,799.04
1062,FLiX USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.32,303.36
1057,7SEVENÂ® Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1821.91,2027.74
1006,Sony Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1701.62,2193.22
1028,Storite USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1969.09,2241.96
1028,boAt USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,734.92,991.21
1044,AmazonBasics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3703.93,3840.24
1084,AmazonBasics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4291.97,4645.64
1030,Amazon USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4696.64,4713.68
1062,AmazonBasics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2487.19,2521.45
1075,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3519.29,3822.98
1092,Karbonn Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",4284.98,4462.4
1089,BlueRigger Optical Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",2120.54,2597.67
1062,VW Standard Televisions,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",1581.59,2034.15
1097,Amazon USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4686.79,5046.51
1001,Samsung Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2602.6,3013.49
1027,LOHAYA Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2511.41,2848.4
1062,Duracell USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,933.16,1004.7
1077,Zebronics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,585.37,970.49
1003,FLiX USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4218.43,4331.42
1070,MI Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",3089.96,3258.45
1072,Belkin USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1662.83,2074.25
1027,Time USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.09,1271.99
1009,Caldipree Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2799.71,3231.08
1062,Storite USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2940.4,3054.79
1037,Universal Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1074.62,1382.43
1097,Cotbolt Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",4264.46,4315.52
1051,BlueRigger HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",467.11,792.21
1044,Amkette USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1812.66,2196.3
1024,TCL Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",3417.9,3714.52
1079,POPIO USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1406.9,1547.35
1059,MYVN USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4146.99,4172.35
1032,Tata Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",3712.35,3780.88
1096,WZATCO Projectors,"Electronics|HomeTheater,TV&Video|Projectors",3955.66,4270.59
1088,7SEVENÂ® Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",639.58,1107.45
1052,AmazonBasics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,745.71,856.91
1062,Amazon USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1468.05,1838.21
1058,Crypoâ„¢ Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2614.48,3049.04
1052,Karbonn Standard Televisions,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",3752.68,4017.91
1012,OnePlus Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",4190.83,4528.77
1039,Posh HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",3536.46,3945.82
1002,Amazon Adapters,Electronics|HomeAudio|Accessories|Adapters,4646.55,4784.28
1003,boAt USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3706.78,3862.26
1056,Wayona USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1566.03,1576.34
1081,Astigo Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1362.15,1844.07
1059,Caprigo TV Wall & Ceiling Mounts,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",3496.15,3955.75
1002,Portronics USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1004.71,1389.35
1002,TATA Satellite Receivers,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",508.94,557.69
1092,Remote Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2684.5,2913.78
1054,SoniVision Remote Controls,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",4117.13,4177.06
1087,Rtsâ„¢ HDMI Cables,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",551.83,569.63
1096,boAt USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,3969.86,4281.79
1097,Agaro USB Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4067.28,4548.09
1001,AmazonBasics DVI Cables,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,2437.26,2889.67
1019,MI Smart Televisions,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",333.69,685.1
